Customer ID,Probability,Segment,Next Best Action
6160,1.0,High Priority,Priority sales outreach
2738,1.0,High Priority,Priority sales outreach
7815,1.0,High Priority,Priority sales outreach
7058,1.0,High Priority,Priority sales outreach
6838,1.0,High Priority,Priority sales outreach
2173,1.0,High Priority,Priority sales outreach
4692,1.0,High Priority,Priority sales outreach
6674,1.0,High Priority,Priority sales outreach
1445,1.0,High Priority,Priority sales outreach
5897,1.0,High Priority,Priority sales outreach
2422,1.0,High Priority,Priority sales outreach
338,1.0,High Priority,Priority sales outreach
2302,1.0,High Priority,Priority sales outreach
635,1.0,High Priority,Priority sales outreach
6213,1.0,High Priority,Priority sales outreach
101,1.0,High Priority,Priority sales outreach
493,1.0,High Priority,Priority sales outreach
3372,1.0,High Priority,Priority sales outreach
2828,1.0,High Priority,Priority sales outreach
5740,1.0,High Priority,Priority sales outreach
4855,1.0,High Priority,Priority sales outreach
1547,1.0,High Priority,Priority sales outreach
4531,1.0,High Priority,Priority sales outreach
7099,1.0,High Priority,Priority sales outreach
7836,1.0,High Priority,Priority sales outreach
4282,1.0,High Priority,Priority sales outreach
4102,1.0,High Priority,Priority sales outreach
6174,1.0,High Priority,Priority sales outreach
5413,1.0,High Priority,Priority sales outreach
7943,1.0,High Priority,Priority sales outreach
833,1.0,High Priority,Priority sales outreach
1579,1.0,High Priority,Priority sales outreach
1776,1.0,High Priority,Priority sales outreach
2710,1.0,High Priority,Priority sales outreach
2303,1.0,High Priority,Priority sales outreach
5917,1.0,High Priority,Priority sales outreach
2098,1.0,High Priority,Priority sales outreach
7169,1.0,High Priority,Priority sales outreach
6301,1.0,High Priority,Priority sales outreach
399,1.0,High Priority,Priority sales outreach
1567,1.0,High Priority,Priority sales outreach
3256,1.0,High Priority,Priority sales outreach
879,1.0,High Priority,Priority sales outreach
1927,1.0,High Priority,Priority sales outreach
4094,1.0,High Priority,Priority sales outreach
618,1.0,High Priority,Priority sales outreach
385,1.0,High Priority,Priority sales outreach
2273,1.0,High Priority,Priority sales outreach
3218,1.0,High Priority,Priority sales outreach
2118,1.0,High Priority,Priority sales outreach
7877,1.0,High Priority,Priority sales outreach
151,1.0,High Priority,Priority sales outreach
3609,1.0,High Priority,Priority sales outreach
5654,1.0,High Priority,Priority sales outreach
2207,1.0,High Priority,Priority sales outreach
994,1.0,High Priority,Priority sales outreach
5621,1.0,High Priority,Priority sales outreach
5040,1.0,High Priority,Priority sales outreach
918,1.0,High Priority,Priority sales outreach
302,1.0,High Priority,Priority sales outreach
4683,1.0,High Priority,Priority sales outreach
2728,1.0,High Priority,Priority sales outreach
2591,1.0,High Priority,Priority sales outreach
4963,1.0,High Priority,Priority sales outreach
1653,1.0,High Priority,Priority sales outreach
801,1.0,High Priority,Priority sales outreach
3418,1.0,High Priority,Priority sales outreach
4009,1.0,High Priority,Priority sales outreach
5777,1.0,High Priority,Priority sales outreach
7957,1.0,High Priority,Priority sales outreach
2215,1.0,High Priority,Priority sales outreach
6658,1.0,High Priority,Priority sales outreach
5352,1.0,High Priority,Priority sales outreach
1272,1.0,High Priority,Priority sales outreach
7772,1.0,High Priority,Priority sales outreach
1710,1.0,High Priority,Priority sales outreach
1915,1.0,High Priority,Priority sales outreach
3294,1.0,High Priority,Priority sales outreach
4682,1.0,High Priority,Priority sales outreach
7885,1.0,High Priority,Priority sales outreach
6895,1.0,High Priority,Priority sales outreach
6552,1.0,High Priority,Priority sales outreach
1612,1.0,High Priority,Priority sales outreach
1998,1.0,High Priority,Priority sales outreach
2461,1.0,High Priority,Priority sales outreach
5683,1.0,High Priority,Priority sales outreach
996,1.0,High Priority,Priority sales outreach
6490,1.0,High Priority,Priority sales outreach
4885,1.0,High Priority,Priority sales outreach
5931,1.0,High Priority,Priority sales outreach
1405,1.0,High Priority,Priority sales outreach
6910,1.0,High Priority,Priority sales outreach
5519,1.0,High Priority,Priority sales outreach
244,1.0,High Priority,Priority sales outreach
3844,1.0,High Priority,Priority sales outreach
3241,1.0,High Priority,Priority sales outreach
8112,1.0,High Priority,Priority sales outreach
7932,1.0,High Priority,Priority sales outreach
7409,1.0,High Priority,Priority sales outreach
4623,1.0,High Priority,Priority sales outreach
8079,1.0,High Priority,Priority sales outreach
3762,1.0,High Priority,Priority sales outreach
4936,1.0,High Priority,Priority sales outreach
2908,1.0,High Priority,Priority sales outreach
6172,1.0,High Priority,Priority sales outreach
3806,1.0,High Priority,Priority sales outreach
831,1.0,High Priority,Priority sales outreach
4819,1.0,High Priority,Priority sales outreach
7149,1.0,High Priority,Priority sales outreach
471,1.0,High Priority,Priority sales outreach
3355,1.0,High Priority,Priority sales outreach
5760,1.0,High Priority,Priority sales outreach
1175,1.0,High Priority,Priority sales outreach
2957,1.0,High Priority,Priority sales outreach
3284,1.0,High Priority,Priority sales outreach
694,1.0,High Priority,Priority sales outreach
3645,1.0,High Priority,Priority sales outreach
927,1.0,High Priority,Priority sales outreach
4258,1.0,High Priority,Priority sales outreach
4464,1.0,High Priority,Priority sales outreach
2423,1.0,High Priority,Priority sales outreach
3512,1.0,High Priority,Priority sales outreach
3083,1.0,High Priority,Priority sales outreach
5290,1.0,High Priority,Priority sales outreach
1946,1.0,High Priority,Priority sales outreach
2979,1.0,High Priority,Priority sales outreach
3919,1.0,High Priority,Priority sales outreach
7182,1.0,High Priority,Priority sales outreach
386,1.0,High Priority,Priority sales outreach
5571,1.0,High Priority,Priority sales outreach
7685,1.0,High Priority,Priority sales outreach
5084,1.0,High Priority,Priority sales outreach
4838,1.0,High Priority,Priority sales outreach
5167,1.0,High Priority,Priority sales outreach
771,1.0,High Priority,Priority sales outreach
3850,1.0,High Priority,Priority sales outreach
6192,1.0,High Priority,Priority sales outreach
8206,1.0,High Priority,Priority sales outreach
20,1.0,High Priority,Priority sales outreach
4191,1.0,High Priority,Priority sales outreach
4482,1.0,High Priority,Priority sales outreach
664,1.0,High Priority,Priority sales outreach
6188,1.0,High Priority,Priority sales outreach
6284,1.0,High Priority,Priority sales outreach
2150,1.0,High Priority,Priority sales outreach
5264,1.0,High Priority,Priority sales outreach
7379,1.0,High Priority,Priority sales outreach
6054,1.0,High Priority,Priority sales outreach
7240,1.0,High Priority,Priority sales outreach
5916,1.0,High Priority,Priority sales outreach
6801,1.0,High Priority,Priority sales outreach
7636,1.0,High Priority,Priority sales outreach
502,1.0,High Priority,Priority sales outreach
2743,1.0,High Priority,Priority sales outreach
3131,1.0,High Priority,Priority sales outreach
650,1.0,High Priority,Priority sales outreach
845,1.0,High Priority,Priority sales outreach
3575,1.0,High Priority,Priority sales outreach
5360,1.0,High Priority,Priority sales outreach
7296,1.0,High Priority,Priority sales outreach
7345,1.0,High Priority,Priority sales outreach
798,1.0,High Priority,Priority sales outreach
4034,1.0,High Priority,Priority sales outreach
2997,1.0,High Priority,Priority sales outreach
509,1.0,High Priority,Priority sales outreach
4781,1.0,High Priority,Priority sales outreach
655,1.0,High Priority,Priority sales outreach
6466,1.0,High Priority,Priority sales outreach
7315,1.0,High Priority,Priority sales outreach
2866,1.0,High Priority,Priority sales outreach
6420,1.0,High Priority,Priority sales outreach
199,1.0,High Priority,Priority sales outreach
5379,1.0,High Priority,Priority sales outreach
5441,1.0,High Priority,Priority sales outreach
1829,1.0,High Priority,Priority sales outreach
5935,1.0,High Priority,Priority sales outreach
7962,1.0,High Priority,Priority sales outreach
1332,1.0,High Priority,Priority sales outreach
4073,1.0,High Priority,Priority sales outreach
7016,1.0,High Priority,Priority sales outreach
1224,1.0,High Priority,Priority sales outreach
3259,1.0,High Priority,Priority sales outreach
7797,1.0,High Priority,Priority sales outreach
1603,1.0,High Priority,Priority sales outreach
4456,1.0,High Priority,Priority sales outreach
4047,1.0,High Priority,Priority sales outreach
99,1.0,High Priority,Priority sales outreach
3174,1.0,High Priority,Priority sales outreach
1209,1.0,High Priority,Priority sales outreach
5830,1.0,High Priority,Priority sales outreach
7599,1.0,High Priority,Priority sales outreach
1003,1.0,High Priority,Priority sales outreach
6044,1.0,High Priority,Priority sales outreach
3225,1.0,High Priority,Priority sales outreach
3399,1.0,High Priority,Priority sales outreach
6035,1.0,High Priority,Priority sales outreach
6978,1.0,High Priority,Priority sales outreach
5984,1.0,High Priority,Priority sales outreach
4466,1.0,High Priority,Priority sales outreach
5893,1.0,High Priority,Priority sales outreach
6136,1.0,High Priority,Priority sales outreach
282,1.0,High Priority,Priority sales outreach
6855,1.0,High Priority,Priority sales outreach
7995,1.0,High Priority,Priority sales outreach
7074,1.0,High Priority,Priority sales outreach
6732,1.0,High Priority,Priority sales outreach
1333,1.0,High Priority,Priority sales outreach
2584,1.0,High Priority,Priority sales outreach
5536,1.0,High Priority,Priority sales outreach
221,1.0,High Priority,Priority sales outreach
5802,1.0,High Priority,Priority sales outreach
6696,1.0,High Priority,Priority sales outreach
1220,1.0,High Priority,Priority sales outreach
3095,1.0,High Priority,Priority sales outreach
2315,1.0,High Priority,Priority sales outreach
917,1.0,High Priority,Priority sales outreach
4814,1.0,High Priority,Priority sales outreach
3419,1.0,High Priority,Priority sales outreach
3796,1.0,High Priority,Priority sales outreach
7491,1.0,High Priority,Priority sales outreach
3184,1.0,High Priority,Priority sales outreach
4352,1.0,High Priority,Priority sales outreach
3486,1.0,High Priority,Priority sales outreach
2970,1.0,High Priority,Priority sales outreach
3544,1.0,High Priority,Priority sales outreach
999,1.0,High Priority,Priority sales outreach
5005,1.0,High Priority,Priority sales outreach
5849,1.0,High Priority,Priority sales outreach
3781,1.0,High Priority,Priority sales outreach
6184,1.0,High Priority,Priority sales outreach
5171,1.0,High Priority,Priority sales outreach
526,1.0,High Priority,Priority sales outreach
6659,1.0,High Priority,Priority sales outreach
1801,1.0,High Priority,Priority sales outreach
7031,1.0,High Priority,Priority sales outreach
729,1.0,High Priority,Priority sales outreach
1493,1.0,High Priority,Priority sales outreach
5883,1.0,High Priority,Priority sales outreach
6357,1.0,High Priority,Priority sales outreach
1880,1.0,High Priority,Priority sales outreach
4728,1.0,High Priority,Priority sales outreach
3473,1.0,High Priority,Priority sales outreach
1580,1.0,High Priority,Priority sales outreach
3925,1.0,High Priority,Priority sales outreach
6025,1.0,High Priority,Priority sales outreach
2158,1.0,High Priority,Priority sales outreach
1930,1.0,High Priority,Priority sales outreach
3202,1.0,High Priority,Priority sales outreach
2873,1.0,High Priority,Priority sales outreach
4685,1.0,High Priority,Priority sales outreach
1136,1.0,High Priority,Priority sales outreach
6253,1.0,High Priority,Priority sales outreach
1441,1.0,High Priority,Priority sales outreach
3689,1.0,High Priority,Priority sales outreach
5664,1.0,High Priority,Priority sales outreach
519,1.0,High Priority,Priority sales outreach
7348,1.0,High Priority,Priority sales outreach
1859,1.0,High Priority,Priority sales outreach
8051,1.0,High Priority,Priority sales outreach
4494,1.0,High Priority,Priority sales outreach
4879,1.0,High Priority,Priority sales outreach
3222,1.0,High Priority,Priority sales outreach
334,1.0,High Priority,Priority sales outreach
6730,1.0,High Priority,Priority sales outreach
5291,1.0,High Priority,Priority sales outreach
5723,1.0,High Priority,Priority sales outreach
424,1.0,High Priority,Priority sales outreach
384,1.0,High Priority,Priority sales outreach
700,1.0,High Priority,Priority sales outreach
828,1.0,High Priority,Priority sales outreach
5506,1.0,High Priority,Priority sales outreach
1852,1.0,High Priority,Priority sales outreach
4859,1.0,High Priority,Priority sales outreach
922,1.0,High Priority,Priority sales outreach
5949,1.0,High Priority,Priority sales outreach
3099,1.0,High Priority,Priority sales outreach
2783,1.0,High Priority,Priority sales outreach
7302,1.0,High Priority,Priority sales outreach
3258,1.0,High Priority,Priority sales outreach
8081,1.0,High Priority,Priority sales outreach
1458,1.0,High Priority,Priority sales outreach
2078,1.0,High Priority,Priority sales outreach
1941,1.0,High Priority,Priority sales outreach
7988,1.0,High Priority,Priority sales outreach
5564,1.0,High Priority,Priority sales outreach
7887,1.0,High Priority,Priority sales outreach
1344,1.0,High Priority,Priority sales outreach
5839,1.0,High Priority,Priority sales outreach
1082,1.0,High Priority,Priority sales outreach
2855,1.0,High Priority,Priority sales outreach
6254,1.0,High Priority,Priority sales outreach
7658,1.0,High Priority,Priority sales outreach
7271,1.0,High Priority,Priority sales outreach
2351,1.0,High Priority,Priority sales outreach
2024,1.0,High Priority,Priority sales outreach
7408,1.0,High Priority,Priority sales outreach
5203,1.0,High Priority,Priority sales outreach
3266,1.0,High Priority,Priority sales outreach
7754,1.0,High Priority,Priority sales outreach
6304,1.0,High Priority,Priority sales outreach
3552,1.0,High Priority,Priority sales outreach
2149,1.0,High Priority,Priority sales outreach
4119,1.0,High Priority,Priority sales outreach
4222,1.0,High Priority,Priority sales outreach
4390,1.0,High Priority,Priority sales outreach
3952,1.0,High Priority,Priority sales outreach
2501,1.0,High Priority,Priority sales outreach
5259,1.0,High Priority,Priority sales outreach
5851,1.0,High Priority,Priority sales outreach
3321,1.0,High Priority,Priority sales outreach
2809,1.0,High Priority,Priority sales outreach
6704,1.0,High Priority,Priority sales outreach
923,1.0,High Priority,Priority sales outreach
7871,1.0,High Priority,Priority sales outreach
2442,1.0,High Priority,Priority sales outreach
4150,1.0,High Priority,Priority sales outreach
3199,1.0,High Priority,Priority sales outreach
1018,1.0,High Priority,Priority sales outreach
81,1.0,High Priority,Priority sales outreach
7923,1.0,High Priority,Priority sales outreach
7960,1.0,High Priority,Priority sales outreach
1426,1.0,High Priority,Priority sales outreach
1516,1.0,High Priority,Priority sales outreach
3476,1.0,High Priority,Priority sales outreach
7334,1.0,High Priority,Priority sales outreach
8222,1.0,High Priority,Priority sales outreach
543,1.0,High Priority,Priority sales outreach
2607,1.0,High Priority,Priority sales outreach
1498,1.0,High Priority,Priority sales outreach
3756,1.0,High Priority,Priority sales outreach
6727,1.0,High Priority,Priority sales outreach
4077,1.0,High Priority,Priority sales outreach
105,1.0,High Priority,Priority sales outreach
1164,1.0,High Priority,Priority sales outreach
2707,1.0,High Priority,Priority sales outreach
4535,1.0,High Priority,Priority sales outreach
1743,1.0,High Priority,Priority sales outreach
1997,1.0,High Priority,Priority sales outreach
2275,1.0,High Priority,Priority sales outreach
3802,1.0,High Priority,Priority sales outreach
6661,1.0,High Priority,Priority sales outreach
9,1.0,High Priority,Priority sales outreach
413,1.0,High Priority,Priority sales outreach
8202,1.0,High Priority,Priority sales outreach
3337,1.0,High Priority,Priority sales outreach
3251,1.0,High Priority,Priority sales outreach
549,1.0,High Priority,Priority sales outreach
7038,1.0,High Priority,Priority sales outreach
3325,1.0,High Priority,Priority sales outreach
6318,1.0,High Priority,Priority sales outreach
1885,1.0,High Priority,Priority sales outreach
2983,1.0,High Priority,Priority sales outreach
1877,1.0,High Priority,Priority sales outreach
5805,1.0,High Priority,Priority sales outreach
1150,1.0,High Priority,Priority sales outreach
3117,1.0,High Priority,Priority sales outreach
3777,1.0,High Priority,Priority sales outreach
4355,1.0,High Priority,Priority sales outreach
5732,1.0,High Priority,Priority sales outreach
5649,1.0,High Priority,Priority sales outreach
481,1.0,High Priority,Priority sales outreach
2361,1.0,High Priority,Priority sales outreach
4026,1.0,High Priority,Priority sales outreach
3063,1.0,High Priority,Priority sales outreach
2925,1.0,High Priority,Priority sales outreach
4256,1.0,High Priority,Priority sales outreach
3371,1.0,High Priority,Priority sales outreach
7342,1.0,High Priority,Priority sales outreach
7945,1.0,High Priority,Priority sales outreach
4112,1.0,High Priority,Priority sales outreach
1187,1.0,High Priority,Priority sales outreach
1005,1.0,High Priority,Priority sales outreach
840,1.0,High Priority,Priority sales outreach
5345,1.0,High Priority,Priority sales outreach
5439,1.0,High Priority,Priority sales outreach
7796,1.0,High Priority,Priority sales outreach
6243,1.0,High Priority,Priority sales outreach
367,1.0,High Priority,Priority sales outreach
1079,1.0,High Priority,Priority sales outreach
5398,1.0,High Priority,Priority sales outreach
725,1.0,High Priority,Priority sales outreach
1825,1.0,High Priority,Priority sales outreach
2930,1.0,High Priority,Priority sales outreach
2741,1.0,High Priority,Priority sales outreach
1972,1.0,High Priority,Priority sales outreach
5568,1.0,High Priority,Priority sales outreach
7310,1.0,High Priority,Priority sales outreach
7852,1.0,High Priority,Priority sales outreach
8064,1.0,High Priority,Priority sales outreach
3466,1.0,High Priority,Priority sales outreach
79,1.0,High Priority,Priority sales outreach
5973,1.0,High Priority,Priority sales outreach
6282,1.0,High Priority,Priority sales outreach
6942,1.0,High Priority,Priority sales outreach
2668,1.0,High Priority,Priority sales outreach
6012,1.0,High Priority,Priority sales outreach
5504,1.0,High Priority,Priority sales outreach
4231,1.0,High Priority,Priority sales outreach
5033,1.0,High Priority,Priority sales outreach
5533,1.0,High Priority,Priority sales outreach
7937,1.0,High Priority,Priority sales outreach
6560,1.0,High Priority,Priority sales outreach
5293,1.0,High Priority,Priority sales outreach
669,1.0,High Priority,Priority sales outreach
203,1.0,High Priority,Priority sales outreach
3837,1.0,High Priority,Priority sales outreach
2990,1.0,High Priority,Priority sales outreach
4309,1.0,High Priority,Priority sales outreach
5735,1.0,High Priority,Priority sales outreach
5227,1.0,High Priority,Priority sales outreach
1092,1.0,High Priority,Priority sales outreach
5031,1.0,High Priority,Priority sales outreach
113,1.0,High Priority,Priority sales outreach
3717,1.0,High Priority,Priority sales outreach
6332,1.0,High Priority,Priority sales outreach
4365,1.0,High Priority,Priority sales outreach
8212,1.0,High Priority,Priority sales outreach
4293,1.0,High Priority,Priority sales outreach
1965,1.0,High Priority,Priority sales outreach
6479,1.0,High Priority,Priority sales outreach
7109,1.0,High Priority,Priority sales outreach
837,1.0,High Priority,Priority sales outreach
7167,1.0,High Priority,Priority sales outreach
3526,1.0,High Priority,Priority sales outreach
6004,1.0,High Priority,Priority sales outreach
7070,1.0,High Priority,Priority sales outreach
7748,1.0,High Priority,Priority sales outreach
2376,1.0,High Priority,Priority sales outreach
5788,1.0,High Priority,Priority sales outreach
7712,1.0,High Priority,Priority sales outreach
1578,1.0,High Priority,Priority sales outreach
5944,1.0,High Priority,Priority sales outreach
3207,1.0,High Priority,Priority sales outreach
6808,1.0,High Priority,Priority sales outreach
3658,1.0,High Priority,Priority sales outreach
4082,1.0,High Priority,Priority sales outreach
2510,1.0,High Priority,Priority sales outreach
5601,1.0,High Priority,Priority sales outreach
1840,1.0,High Priority,Priority sales outreach
4056,1.0,High Priority,Priority sales outreach
3770,1.0,High Priority,Priority sales outreach
7275,1.0,High Priority,Priority sales outreach
445,1.0,High Priority,Priority sales outreach
3835,1.0,High Priority,Priority sales outreach
5509,1.0,High Priority,Priority sales outreach
6847,1.0,High Priority,Priority sales outreach
6259,1.0,High Priority,Priority sales outreach
5185,1.0,High Priority,Priority sales outreach
5889,1.0,High Priority,Priority sales outreach
5782,1.0,High Priority,Priority sales outreach
4797,1.0,High Priority,Priority sales outreach
5424,1.0,High Priority,Priority sales outreach
7333,1.0,High Priority,Priority sales outreach
1342,1.0,High Priority,Priority sales outreach
394,1.0,High Priority,Priority sales outreach
7726,1.0,High Priority,Priority sales outreach
1854,1.0,High Priority,Priority sales outreach
6139,1.0,High Priority,Priority sales outreach
446,1.0,High Priority,Priority sales outreach
5912,1.0,High Priority,Priority sales outreach
4633,1.0,High Priority,Priority sales outreach
390,1.0,High Priority,Priority sales outreach
7784,1.0,High Priority,Priority sales outreach
5749,1.0,High Priority,Priority sales outreach
4060,1.0,High Priority,Priority sales outreach
1301,1.0,High Priority,Priority sales outreach
357,1.0,High Priority,Priority sales outreach
3753,1.0,High Priority,Priority sales outreach
4035,1.0,High Priority,Priority sales outreach
2789,1.0,High Priority,Priority sales outreach
3440,1.0,High Priority,Priority sales outreach
1368,1.0,High Priority,Priority sales outreach
2111,1.0,High Priority,Priority sales outreach
7414,1.0,High Priority,Priority sales outreach
6633,1.0,High Priority,Priority sales outreach
2648,1.0,High Priority,Priority sales outreach
5491,1.0,High Priority,Priority sales outreach
6444,1.0,High Priority,Priority sales outreach
1457,1.0,High Priority,Priority sales outreach
6557,1.0,High Priority,Priority sales outreach
6974,1.0,High Priority,Priority sales outreach
6722,1.0,High Priority,Priority sales outreach
4242,1.0,High Priority,Priority sales outreach
7580,1.0,High Priority,Priority sales outreach
1490,1.0,High Priority,Priority sales outreach
4425,1.0,High Priority,Priority sales outreach
5104,1.0,High Priority,Priority sales outreach
4261,1.0,High Priority,Priority sales outreach
3585,1.0,High Priority,Priority sales outreach
5421,1.0,High Priority,Priority sales outreach
3920,1.0,High Priority,Priority sales outreach
5869,1.0,High Priority,Priority sales outreach
7447,1.0,High Priority,Priority sales outreach
2795,1.0,High Priority,Priority sales outreach
3606,1.0,High Priority,Priority sales outreach
1651,1.0,High Priority,Priority sales outreach
8041,1.0,High Priority,Priority sales outreach
185,1.0,High Priority,Priority sales outreach
4450,1.0,High Priority,Priority sales outreach
986,1.0,High Priority,Priority sales outreach
4130,1.0,High Priority,Priority sales outreach
6903,1.0,High Priority,Priority sales outreach
5286,1.0,High Priority,Priority sales outreach
7798,1.0,High Priority,Priority sales outreach
1450,1.0,High Priority,Priority sales outreach
2063,1.0,High Priority,Priority sales outreach
7590,1.0,High Priority,Priority sales outreach
1937,1.0,High Priority,Priority sales outreach
6037,1.0,High Priority,Priority sales outreach
7781,1.0,High Priority,Priority sales outreach
5815,1.0,High Priority,Priority sales outreach
1788,1.0,High Priority,Priority sales outreach
3186,1.0,High Priority,Priority sales outreach
2540,1.0,High Priority,Priority sales outreach
2953,1.0,High Priority,Priority sales outreach
6616,1.0,High Priority,Priority sales outreach
7513,1.0,High Priority,Priority sales outreach
6305,1.0,High Priority,Priority sales outreach
6999,1.0,High Priority,Priority sales outreach
915,1.0,High Priority,Priority sales outreach
4641,1.0,High Priority,Priority sales outreach
5027,1.0,High Priority,Priority sales outreach
6370,1.0,High Priority,Priority sales outreach
1889,1.0,High Priority,Priority sales outreach
1900,1.0,High Priority,Priority sales outreach
2905,1.0,High Priority,Priority sales outreach
594,1.0,High Priority,Priority sales outreach
4934,1.0,High Priority,Priority sales outreach
3843,1.0,High Priority,Priority sales outreach
640,1.0,High Priority,Priority sales outreach
1999,1.0,High Priority,Priority sales outreach
8092,1.0,High Priority,Priority sales outreach
4290,1.0,High Priority,Priority sales outreach
6211,1.0,High Priority,Priority sales outreach
109,1.0,High Priority,Priority sales outreach
825,1.0,High Priority,Priority sales outreach
4530,1.0,High Priority,Priority sales outreach
2042,1.0,High Priority,Priority sales outreach
4113,1.0,High Priority,Priority sales outreach
314,1.0,High Priority,Priority sales outreach
2643,1.0,High Priority,Priority sales outreach
3554,1.0,High Priority,Priority sales outreach
8101,1.0,High Priority,Priority sales outreach
333,1.0,High Priority,Priority sales outreach
6875,1.0,High Priority,Priority sales outreach
