customer_id,propensity_score,actual_response,priority_segment,business_meaning,outreach_rank
5875,0.9999603241609246,1,High Priority,Strong candidate for immediate outreach,39
5423,0.9999599999854505,1,High Priority,Strong candidate for immediate outreach,40
4501,0.9999598068584302,1,High Priority,Strong candidate for immediate outreach,41
4699,0.9999595714565437,1,High Priority,Strong candidate for immediate outreach,42
4764,0.9999591990449055,1,High Priority,Strong candidate for immediate outreach,43
5456,0.9999589025342457,1,High Priority,Strong candidate for immediate outreach,44
6405,0.9999588832428102,1,High Priority,Strong candidate for immediate outreach,45
7627,0.9999586536473029,1,High Priority,Strong candidate for immediate outreach,46
5648,0.9999584275302169,1,High Priority,Strong candidate for immediate outreach,47
5182,0.9999583618150565,1,High Priority,Strong candidate for immediate outreach,48
2453,0.9999578744554993,1,High Priority,Strong candidate for immediate outreach,49
3400,0.9999575415569582,1,High Priority,Strong candidate for immediate outreach,50
5765,0.9999571378676814,1,High Priority,Strong candidate for immediate outreach,51
429,0.9999567162927705,1,High Priority,Strong candidate for immediate outreach,52
7043,0.9999565799180488,1,High Priority,Strong candidate for immediate outreach,53
6572,0.9999558385792626,1,High Priority,Strong candidate for immediate outreach,54
4636,0.9999556265847733,1,High Priority,Strong candidate for immediate outreach,55
7779,0.9999555231849222,1,High Priority,Strong candidate for immediate outreach,56
8130,0.9999552899237166,1,High Priority,Strong candidate for immediate outreach,57
4459,0.9999550235581607,1,High Priority,Strong candidate for immediate outreach,58
17,0.9999547841427753,1,High Priority,Strong candidate for immediate outreach,59
7475,0.9999547478171187,1,High Priority,Strong candidate for immediate outreach,60
905,0.9999547360430194,1,High Priority,Strong candidate for immediate outreach,61
8040,0.9999545578621288,1,High Priority,Strong candidate for immediate outreach,62
3635,0.9999543400253903,1,High Priority,Strong candidate for immediate outreach,63
4849,0.9999542890468649,1,High Priority,Strong candidate for immediate outreach,64
4170,0.9999538034826907,1,High Priority,Strong candidate for immediate outreach,65
3765,0.9999537708886024,1,High Priority,Strong candidate for immediate outreach,66
6655,0.9999531388807122,1,High Priority,Strong candidate for immediate outreach,67
1186,0.9999531311441369,1,High Priority,Strong candidate for immediate outreach,68
3950,0.9999529511985701,1,High Priority,Strong candidate for immediate outreach,69
8073,0.9999529252153736,1,High Priority,Strong candidate for immediate outreach,70
3448,0.9999528679766165,1,High Priority,Strong candidate for immediate outreach,71
873,0.9999527228504069,1,High Priority,Strong candidate for immediate outreach,72
2434,0.9999522745805143,1,High Priority,Strong candidate for immediate outreach,73
1899,0.9999518824189322,1,High Priority,Strong candidate for immediate outreach,74
7667,0.9999518148698212,1,High Priority,Strong candidate for immediate outreach,75
2251,0.9999517471093481,1,High Priority,Strong candidate for immediate outreach,76
942,0.9999509817190995,1,High Priority,Strong candidate for immediate outreach,77
5813,0.999950968282399,1,High Priority,Strong candidate for immediate outreach,78
4586,0.9999507225882805,1,High Priority,Strong candidate for immediate outreach,79
1895,0.9999505677286292,1,High Priority,Strong candidate for immediate outreach,80
5409,0.9999502004660984,1,High Priority,Strong candidate for immediate outreach,81
2213,0.9999499820808337,1,High Priority,Strong candidate for immediate outreach,82
4843,0.9999499154451092,1,High Priority,Strong candidate for immediate outreach,83
851,0.9999495203809102,1,High Priority,Strong candidate for immediate outreach,84
5827,0.9999493650303924,1,High Priority,Strong candidate for immediate outreach,85
4048,0.9999493466206975,1,High Priority,Strong candidate for immediate outreach,86
88,0.9999487439293848,1,High Priority,Strong candidate for immediate outreach,87
3180,0.9999487011173485,1,High Priority,Strong candidate for immediate outreach,88
2890,0.9999485317233492,1,High Priority,Strong candidate for immediate outreach,89
3660,0.9999485244973944,1,High Priority,Strong candidate for immediate outreach,90
7438,0.9999479623593078,1,High Priority,Strong candidate for immediate outreach,91
4431,0.9999470352123901,1,High Priority,Strong candidate for immediate outreach,92
1735,0.9999466913360284,1,High Priority,Strong candidate for immediate outreach,93
1085,0.9999466600070983,1,High Priority,Strong candidate for immediate outreach,94
5840,0.9999463030029365,1,High Priority,Strong candidate for immediate outreach,95
1084,0.9999458495610677,1,High Priority,Strong candidate for immediate outreach,96
5123,0.9999456906103857,1,High Priority,Strong candidate for immediate outreach,97
7561,0.999945605248744,1,High Priority,Strong candidate for immediate outreach,98
3661,0.999945406871734,1,High Priority,Strong candidate for immediate outreach,99
7123,0.9999451714998343,1,High Priority,Strong candidate for immediate outreach,100
3623,0.9999448429147781,1,High Priority,Strong candidate for immediate outreach,101
4572,0.9999445804778387,1,High Priority,Strong candidate for immediate outreach,102
4773,0.9999441291337586,1,High Priority,Strong candidate for immediate outreach,103
4888,0.9999440899678016,1,High Priority,Strong candidate for immediate outreach,104
2934,0.9999430587081306,1,High Priority,Strong candidate for immediate outreach,105
3821,0.9999429996998613,1,High Priority,Strong candidate for immediate outreach,106
4067,0.99994287431708,1,High Priority,Strong candidate for immediate outreach,107
1307,0.9999428131649774,1,High Priority,Strong candidate for immediate outreach,108
3539,0.9999422739478935,1,High Priority,Strong candidate for immediate outreach,109
4235,0.9999421584845621,1,High Priority,Strong candidate for immediate outreach,110
5062,0.9999421120914664,1,High Priority,Strong candidate for immediate outreach,111
5108,0.9999418877659061,1,High Priority,Strong candidate for immediate outreach,112
827,0.9999416283882206,1,High Priority,Strong candidate for immediate outreach,113
4543,0.9999414942386763,1,High Priority,Strong candidate for immediate outreach,114
5241,0.999941482069447,1,High Priority,Strong candidate for immediate outreach,115
2479,0.9999413744275683,1,High Priority,Strong candidate for immediate outreach,116
4481,0.9999412124086536,1,High Priority,Strong candidate for immediate outreach,117
7117,0.9999410565093506,1,High Priority,Strong candidate for immediate outreach,118
3273,0.9999408040701577,1,High Priority,Strong candidate for immediate outreach,119
5359,0.9999404158233767,1,High Priority,Strong candidate for immediate outreach,120
251,0.9999401695601102,1,High Priority,Strong candidate for immediate outreach,121
3989,0.9999398944336697,1,High Priority,Strong candidate for immediate outreach,122
4039,0.9999397935561111,1,High Priority,Strong candidate for immediate outreach,123
6160,0.9999396359548478,1,High Priority,Strong candidate for immediate outreach,124
2738,0.9999396320745846,1,High Priority,Strong candidate for immediate outreach,125
7815,0.999939543185077,1,High Priority,Strong candidate for immediate outreach,126
7058,0.9999394236355984,1,High Priority,Strong candidate for immediate outreach,127
6838,0.9999392184484531,1,High Priority,Strong candidate for immediate outreach,128
2173,0.9999391192463076,1,High Priority,Strong candidate for immediate outreach,129
4692,0.9999387309493111,1,High Priority,Strong candidate for immediate outreach,130
6674,0.9999386855621808,1,High Priority,Strong candidate for immediate outreach,131
1445,0.9999383421384376,1,High Priority,Strong candidate for immediate outreach,132
5897,0.99993828872279,1,High Priority,Strong candidate for immediate outreach,133
2422,0.9999381821612143,1,High Priority,Strong candidate for immediate outreach,134
338,0.9999379561214918,1,High Priority,Strong candidate for immediate outreach,135
2302,0.9999377454206922,1,High Priority,Strong candidate for immediate outreach,136
635,0.9999376632545902,1,High Priority,Strong candidate for immediate outreach,137
6213,0.9999360723928571,1,High Priority,Strong candidate for immediate outreach,138
101,0.9999359739097137,1,High Priority,Strong candidate for immediate outreach,139
493,0.999935731094024,1,High Priority,Strong candidate for immediate outreach,140
3372,0.9999355901577902,1,High Priority,Strong candidate for immediate outreach,141
2828,0.9999355368595104,1,High Priority,Strong candidate for immediate outreach,142
5740,0.9999353648445678,1,High Priority,Strong candidate for immediate outreach,143
4855,0.9999353121154352,1,High Priority,Strong candidate for immediate outreach,144
1547,0.999935126218477,1,High Priority,Strong candidate for immediate outreach,145
4531,0.9999346044807208,1,High Priority,Strong candidate for immediate outreach,146
7099,0.9999344797045323,1,High Priority,Strong candidate for immediate outreach,147
7836,0.9999343873786513,1,High Priority,Strong candidate for immediate outreach,148
4282,0.9999342454443507,1,High Priority,Strong candidate for immediate outreach,149
4102,0.9999341908739472,1,High Priority,Strong candidate for immediate outreach,150
6174,0.9999341437362719,1,High Priority,Strong candidate for immediate outreach,151
5413,0.9999334076684329,1,High Priority,Strong candidate for immediate outreach,152
7943,0.9999333303369139,1,High Priority,Strong candidate for immediate outreach,153
833,0.9999329731363216,1,High Priority,Strong candidate for immediate outreach,154
1579,0.9999321006856604,1,High Priority,Strong candidate for immediate outreach,155
1776,0.9999318360782393,1,High Priority,Strong candidate for immediate outreach,156
2710,0.9999311238865994,1,High Priority,Strong candidate for immediate outreach,157
2303,0.9999310883644413,1,High Priority,Strong candidate for immediate outreach,158
5917,0.9999307390607994,1,High Priority,Strong candidate for immediate outreach,159
2098,0.9999300663733477,1,High Priority,Strong candidate for immediate outreach,160
7169,0.9999295845664439,1,High Priority,Strong candidate for immediate outreach,161
6301,0.9999295488528854,1,High Priority,Strong candidate for immediate outreach,162
399,0.9999285941034635,1,High Priority,Strong candidate for immediate outreach,163
1567,0.9999281372524715,1,High Priority,Strong candidate for immediate outreach,164
3256,0.9999271190389799,1,High Priority,Strong candidate for immediate outreach,165
879,0.9999268840014991,1,High Priority,Strong candidate for immediate outreach,166
1927,0.9999263785387597,1,High Priority,Strong candidate for immediate outreach,167
4094,0.9999252433830429,1,High Priority,Strong candidate for immediate outreach,168
618,0.999924463990181,1,High Priority,Strong candidate for immediate outreach,169
385,0.9999236047140374,1,High Priority,Strong candidate for immediate outreach,170
2273,0.9999232893666512,1,High Priority,Strong candidate for immediate outreach,171
3218,0.9999231258172273,1,High Priority,Strong candidate for immediate outreach,172
2118,0.9999226998901941,1,High Priority,Strong candidate for immediate outreach,173
7877,0.9999222307885208,1,High Priority,Strong candidate for immediate outreach,174
151,0.9999221634264353,1,High Priority,Strong candidate for immediate outreach,175
3609,0.999922010315353,1,High Priority,Strong candidate for immediate outreach,176
5654,0.9999214386685755,1,High Priority,Strong candidate for immediate outreach,177
2207,0.999920852762768,1,High Priority,Strong candidate for immediate outreach,178
994,0.9999207005411536,1,High Priority,Strong candidate for immediate outreach,179
5621,0.9999203355150604,1,High Priority,Strong candidate for immediate outreach,180
5040,0.9999199104727611,1,High Priority,Strong candidate for immediate outreach,181
918,0.9999198489562955,1,High Priority,Strong candidate for immediate outreach,182
302,0.9999194917309491,1,High Priority,Strong candidate for immediate outreach,183
4683,0.9999193820219453,1,High Priority,Strong candidate for immediate outreach,184
2728,0.9999189500647084,1,High Priority,Strong candidate for immediate outreach,185
2591,0.9999186710578309,1,High Priority,Strong candidate for immediate outreach,186
4963,0.9999167312987007,1,High Priority,Strong candidate for immediate outreach,187
1653,0.9999164599390257,1,High Priority,Strong candidate for immediate outreach,188
801,0.9999153759849595,1,High Priority,Strong candidate for immediate outreach,189
3418,0.9999151592493183,1,High Priority,Strong candidate for immediate outreach,190
4009,0.9999147534423628,1,High Priority,Strong candidate for immediate outreach,191
5777,0.9999146570957227,1,High Priority,Strong candidate for immediate outreach,192
7957,0.9999144151352324,1,High Priority,Strong candidate for immediate outreach,193
2215,0.9999135510478528,1,High Priority,Strong candidate for immediate outreach,194
6658,0.9999125249565819,1,High Priority,Strong candidate for immediate outreach,195
5352,0.9999124221340152,1,High Priority,Strong candidate for immediate outreach,196
1272,0.9999118855979213,1,High Priority,Strong candidate for immediate outreach,197
7772,0.9999114525273826,1,High Priority,Strong candidate for immediate outreach,198
1710,0.9999112483356214,1,High Priority,Strong candidate for immediate outreach,199
1915,0.999909910966532,1,High Priority,Strong candidate for immediate outreach,200
3294,0.9999097713787632,1,High Priority,Strong candidate for immediate outreach,201
4682,0.9999096231363056,1,High Priority,Strong candidate for immediate outreach,202
7885,0.9999086229403786,1,High Priority,Strong candidate for immediate outreach,203
6895,0.9999085907263787,1,High Priority,Strong candidate for immediate outreach,204
6552,0.9999083030692028,1,High Priority,Strong candidate for immediate outreach,205
1612,0.9999078632336608,1,High Priority,Strong candidate for immediate outreach,206
1998,0.9999078169321476,1,High Priority,Strong candidate for immediate outreach,207
2461,0.9999077281280687,1,High Priority,Strong candidate for immediate outreach,208
5683,0.9999075355189172,1,High Priority,Strong candidate for immediate outreach,209
996,0.9999065343641014,1,High Priority,Strong candidate for immediate outreach,210
6490,0.9999059979308537,1,High Priority,Strong candidate for immediate outreach,211
4885,0.9999058754599344,1,High Priority,Strong candidate for immediate outreach,212
5931,0.9999056682263405,1,High Priority,Strong candidate for immediate outreach,213
1405,0.9999053036720283,1,High Priority,Strong candidate for immediate outreach,214
6910,0.999904970663735,1,High Priority,Strong candidate for immediate outreach,215
5519,0.9999047248763998,1,High Priority,Strong candidate for immediate outreach,216
244,0.9999033054974377,1,High Priority,Strong candidate for immediate outreach,217
3844,0.9999026144577341,1,High Priority,Strong candidate for immediate outreach,218
3241,0.9999025590227006,1,High Priority,Strong candidate for immediate outreach,219
8112,0.9999022095018488,1,High Priority,Strong candidate for immediate outreach,220
7932,0.9999021584106652,1,High Priority,Strong candidate for immediate outreach,221
7409,0.9999021182698378,1,High Priority,Strong candidate for immediate outreach,222
4623,0.999902114564775,1,High Priority,Strong candidate for immediate outreach,223
8079,0.9999016307174105,1,High Priority,Strong candidate for immediate outreach,224
3762,0.9999016109224798,1,High Priority,Strong candidate for immediate outreach,225
4936,0.9999014274476075,1,High Priority,Strong candidate for immediate outreach,226
2908,0.999901174351879,1,High Priority,Strong candidate for immediate outreach,227
6172,0.9999011205765831,1,High Priority,Strong candidate for immediate outreach,228
3806,0.9999005635222487,1,High Priority,Strong candidate for immediate outreach,229
831,0.9999003538206241,1,High Priority,Strong candidate for immediate outreach,230
4819,0.9999002718366061,1,High Priority,Strong candidate for immediate outreach,231
7149,0.9999001184691758,1,High Priority,Strong candidate for immediate outreach,232
471,0.9998998306674648,1,High Priority,Strong candidate for immediate outreach,233
3355,0.9998995707023178,1,High Priority,Strong candidate for immediate outreach,234
5760,0.9998992733520605,1,High Priority,Strong candidate for immediate outreach,235
1175,0.9998988530241253,1,High Priority,Strong candidate for immediate outreach,236
2957,0.9998986563857659,1,High Priority,Strong candidate for immediate outreach,237
3284,0.9998985871663997,1,High Priority,Strong candidate for immediate outreach,238
694,0.9998983111296416,1,High Priority,Strong candidate for immediate outreach,239
3645,0.9998973926269701,1,High Priority,Strong candidate for immediate outreach,240
927,0.9998965017959013,1,High Priority,Strong candidate for immediate outreach,241
4258,0.9998963418919575,1,High Priority,Strong candidate for immediate outreach,242
4464,0.9998959251337709,1,High Priority,Strong candidate for immediate outreach,243
2423,0.9998941877556369,1,High Priority,Strong candidate for immediate outreach,244
3512,0.9998938353789331,1,High Priority,Strong candidate for immediate outreach,245
3083,0.9998938346113113,1,High Priority,Strong candidate for immediate outreach,246
5290,0.9998936404776236,1,High Priority,Strong candidate for immediate outreach,247
1946,0.9998931284252492,1,High Priority,Strong candidate for immediate outreach,248
2979,0.9998926915134959,1,High Priority,Strong candidate for immediate outreach,249
3919,0.999892582998833,1,High Priority,Strong candidate for immediate outreach,250
7182,0.9998923598788866,1,High Priority,Strong candidate for immediate outreach,251
386,0.9998908365949339,1,High Priority,Strong candidate for immediate outreach,252
5571,0.9998905311293738,1,High Priority,Strong candidate for immediate outreach,253
7685,0.9998900343831748,1,High Priority,Strong candidate for immediate outreach,254
5084,0.9998896963485853,1,High Priority,Strong candidate for immediate outreach,255
4838,0.9998896939936801,1,High Priority,Strong candidate for immediate outreach,256
5167,0.9998894197733226,1,High Priority,Strong candidate for immediate outreach,257
771,0.9998888288143969,1,High Priority,Strong candidate for immediate outreach,258
3850,0.9998883248872912,1,High Priority,Strong candidate for immediate outreach,259
6192,0.9998881686204559,1,High Priority,Strong candidate for immediate outreach,260
8206,0.999888091988923,1,High Priority,Strong candidate for immediate outreach,261
20,0.9998865926026748,1,High Priority,Strong candidate for immediate outreach,262
4191,0.9998865486912414,1,High Priority,Strong candidate for immediate outreach,263
4482,0.9998863113029396,1,High Priority,Strong candidate for immediate outreach,264
664,0.9998863086051687,1,High Priority,Strong candidate for immediate outreach,265
6188,0.9998859995648405,1,High Priority,Strong candidate for immediate outreach,266
6284,0.9998858532135753,1,High Priority,Strong candidate for immediate outreach,267
2150,0.9998851710221339,1,High Priority,Strong candidate for immediate outreach,268
5264,0.9998851103730881,1,High Priority,Strong candidate for immediate outreach,269
7379,0.9998850802484783,1,High Priority,Strong candidate for immediate outreach,270
6054,0.9998847898390418,1,High Priority,Strong candidate for immediate outreach,271
7240,0.9998840666234242,1,High Priority,Strong candidate for immediate outreach,272
5916,0.9998840296034814,1,High Priority,Strong candidate for immediate outreach,273
6801,0.9998840114896244,1,High Priority,Strong candidate for immediate outreach,274
7636,0.9998839970271454,1,High Priority,Strong candidate for immediate outreach,275
502,0.9998834627300804,1,High Priority,Strong candidate for immediate outreach,276
2743,0.9998834601049661,1,High Priority,Strong candidate for immediate outreach,277
3131,0.9998833227086813,1,High Priority,Strong candidate for immediate outreach,278
650,0.9998831472643519,1,High Priority,Strong candidate for immediate outreach,279
845,0.9998830648116734,1,High Priority,Strong candidate for immediate outreach,280
3575,0.999882435900188,1,High Priority,Strong candidate for immediate outreach,281
5360,0.9998822657481247,1,High Priority,Strong candidate for immediate outreach,282
7296,0.9998821998050857,1,High Priority,Strong candidate for immediate outreach,283
7345,0.9998821894532149,1,High Priority,Strong candidate for immediate outreach,284
798,0.9998820487560851,1,High Priority,Strong candidate for immediate outreach,285
4034,0.9998818336384478,1,High Priority,Strong candidate for immediate outreach,286
2997,0.9998816899892989,1,High Priority,Strong candidate for immediate outreach,287
509,0.9998815855082748,1,High Priority,Strong candidate for immediate outreach,288
4781,0.9998806780701853,1,High Priority,Strong candidate for immediate outreach,289
655,0.9998803922264397,1,High Priority,Strong candidate for immediate outreach,290
6466,0.9998801015160604,1,High Priority,Strong candidate for immediate outreach,291
7315,0.9998800320384595,1,High Priority,Strong candidate for immediate outreach,292
2866,0.9998795102831588,1,High Priority,Strong candidate for immediate outreach,293
6420,0.9998786057036391,1,High Priority,Strong candidate for immediate outreach,294
199,0.99987858839177,1,High Priority,Strong candidate for immediate outreach,295
5379,0.9998782930635376,1,High Priority,Strong candidate for immediate outreach,296
5441,0.9998779806091481,1,High Priority,Strong candidate for immediate outreach,297
1829,0.9998779066465082,1,High Priority,Strong candidate for immediate outreach,298
5935,0.9998777804760532,1,High Priority,Strong candidate for immediate outreach,299
7962,0.9998776559584617,1,High Priority,Strong candidate for immediate outreach,300
1332,0.9998776178018434,1,High Priority,Strong candidate for immediate outreach,301
4073,0.9998773365726898,1,High Priority,Strong candidate for immediate outreach,302
7016,0.9998768283097647,1,High Priority,Strong candidate for immediate outreach,303
1224,0.9998768204256379,1,High Priority,Strong candidate for immediate outreach,304
3259,0.9998764846913348,1,High Priority,Strong candidate for immediate outreach,305
7797,0.9998757837888299,1,High Priority,Strong candidate for immediate outreach,306
1603,0.999875743461322,1,High Priority,Strong candidate for immediate outreach,307
4456,0.9998757173663221,1,High Priority,Strong candidate for immediate outreach,308
4047,0.999875693350411,1,High Priority,Strong candidate for immediate outreach,309
99,0.9998755901783776,1,High Priority,Strong candidate for immediate outreach,310
3174,0.9998755552496065,1,High Priority,Strong candidate for immediate outreach,311
1209,0.9998754621968364,1,High Priority,Strong candidate for immediate outreach,312
5830,0.9998753284120303,1,High Priority,Strong candidate for immediate outreach,313
7599,0.9998752647527516,1,High Priority,Strong candidate for immediate outreach,314
1003,0.9998751960283587,1,High Priority,Strong candidate for immediate outreach,315
6044,0.9998751493710879,1,High Priority,Strong candidate for immediate outreach,316
3225,0.9998750059590413,1,High Priority,Strong candidate for immediate outreach,317
3399,0.9998749085073535,1,High Priority,Strong candidate for immediate outreach,318
6035,0.9998748548320467,1,High Priority,Strong candidate for immediate outreach,319
6978,0.9998748016776459,1,High Priority,Strong candidate for immediate outreach,320
5984,0.9998746586971223,1,High Priority,Strong candidate for immediate outreach,321
4466,0.9998744470425501,1,High Priority,Strong candidate for immediate outreach,322
5893,0.9998742221067458,1,High Priority,Strong candidate for immediate outreach,323
6136,0.9998740782011585,1,High Priority,Strong candidate for immediate outreach,324
282,0.9998734980882847,1,High Priority,Strong candidate for immediate outreach,325
6855,0.9998733047743646,1,High Priority,Strong candidate for immediate outreach,326
7995,0.9998733014329015,1,High Priority,Strong candidate for immediate outreach,327
7074,0.9998731646014438,1,High Priority,Strong candidate for immediate outreach,328
6732,0.9998727720714207,1,High Priority,Strong candidate for immediate outreach,329
1333,0.9998723696143842,1,High Priority,Strong candidate for immediate outreach,330
2584,0.9998718943162717,1,High Priority,Strong candidate for immediate outreach,331
5536,0.9998718087688427,1,High Priority,Strong candidate for immediate outreach,332
221,0.9998711633683924,1,High Priority,Strong candidate for immediate outreach,333
5802,0.9998710909899581,1,High Priority,Strong candidate for immediate outreach,334
6696,0.9998710024355506,1,High Priority,Strong candidate for immediate outreach,335
1220,0.9998707961255568,1,High Priority,Strong candidate for immediate outreach,336
3095,0.9998705693952957,1,High Priority,Strong candidate for immediate outreach,337
2315,0.9998703188573606,1,High Priority,Strong candidate for immediate outreach,338
917,0.9998701837158088,1,High Priority,Strong candidate for immediate outreach,339
4814,0.9998697247812718,1,High Priority,Strong candidate for immediate outreach,340
3419,0.9998697041492649,1,High Priority,Strong candidate for immediate outreach,341
3796,0.9998695004215898,1,High Priority,Strong candidate for immediate outreach,342
7491,0.9998694542158767,1,High Priority,Strong candidate for immediate outreach,343
3184,0.9998692191901302,1,High Priority,Strong candidate for immediate outreach,344
4352,0.9998690587970345,1,High Priority,Strong candidate for immediate outreach,345
3486,0.9998689684955939,1,High Priority,Strong candidate for immediate outreach,346
2970,0.9998683006117864,1,High Priority,Strong candidate for immediate outreach,347
3544,0.9998677765883688,1,High Priority,Strong candidate for immediate outreach,348
999,0.9998677570669989,1,High Priority,Strong candidate for immediate outreach,349
5005,0.9998674537457027,1,High Priority,Strong candidate for immediate outreach,350
5849,0.999867400726338,1,High Priority,Strong candidate for immediate outreach,351
3781,0.9998669844968114,1,High Priority,Strong candidate for immediate outreach,352
6184,0.9998664952312409,1,High Priority,Strong candidate for immediate outreach,353
5171,0.9998661297696273,1,High Priority,Strong candidate for immediate outreach,354
526,0.999866040090672,1,High Priority,Strong candidate for immediate outreach,355
6659,0.9998659745353836,1,High Priority,Strong candidate for immediate outreach,356
1801,0.9998654980711873,1,High Priority,Strong candidate for immediate outreach,357
7031,0.9998652839583959,1,High Priority,Strong candidate for immediate outreach,358
729,0.999864577294044,1,High Priority,Strong candidate for immediate outreach,359
1493,0.9998642978211468,1,High Priority,Strong candidate for immediate outreach,360
5883,0.999864296607844,1,High Priority,Strong candidate for immediate outreach,361
6357,0.9998642765684783,1,High Priority,Strong candidate for immediate outreach,362
1880,0.9998640440489189,1,High Priority,Strong candidate for immediate outreach,363
4728,0.9998639844071732,1,High Priority,Strong candidate for immediate outreach,364
3473,0.9998637239665759,1,High Priority,Strong candidate for immediate outreach,365
1580,0.9998635452658629,1,High Priority,Strong candidate for immediate outreach,366
3925,0.9998630944783456,1,High Priority,Strong candidate for immediate outreach,367
6025,0.9998628674291626,1,High Priority,Strong candidate for immediate outreach,368
2158,0.9998628226956543,1,High Priority,Strong candidate for immediate outreach,369
1930,0.9998627498278647,1,High Priority,Strong candidate for immediate outreach,370
3202,0.9998626055522061,1,High Priority,Strong candidate for immediate outreach,371
2873,0.999861665732187,1,High Priority,Strong candidate for immediate outreach,372
4685,0.9998615468458538,1,High Priority,Strong candidate for immediate outreach,373
1136,0.9998612296950052,1,High Priority,Strong candidate for immediate outreach,374
6253,0.9998609687949959,1,High Priority,Strong candidate for immediate outreach,375
1441,0.9998607924548748,1,High Priority,Strong candidate for immediate outreach,376
3689,0.9998606008827675,1,High Priority,Strong candidate for immediate outreach,377
5664,0.9998603194104282,1,High Priority,Strong candidate for immediate outreach,378
519,0.9998597859991945,1,High Priority,Strong candidate for immediate outreach,379
7348,0.9998595329706433,1,High Priority,Strong candidate for immediate outreach,380
1859,0.9998594996061382,1,High Priority,Strong candidate for immediate outreach,381
8051,0.9998592970504715,1,High Priority,Strong candidate for immediate outreach,382
4494,0.999859228515282,1,High Priority,Strong candidate for immediate outreach,383
4879,0.9998590591430616,1,High Priority,Strong candidate for immediate outreach,384
3222,0.9998589426900832,1,High Priority,Strong candidate for immediate outreach,385
334,0.9998589170943721,1,High Priority,Strong candidate for immediate outreach,386
6730,0.999858788616833,1,High Priority,Strong candidate for immediate outreach,387
5291,0.99985862150757,1,High Priority,Strong candidate for immediate outreach,388
5723,0.9998585878265964,1,High Priority,Strong candidate for immediate outreach,389
424,0.9998585274746667,1,High Priority,Strong candidate for immediate outreach,390
384,0.999858204224234,1,High Priority,Strong candidate for immediate outreach,391
700,0.9998580760004925,1,High Priority,Strong candidate for immediate outreach,392
828,0.9998577519762076,1,High Priority,Strong candidate for immediate outreach,393
5506,0.9998574694182395,1,High Priority,Strong candidate for immediate outreach,394
1852,0.999857466419321,1,High Priority,Strong candidate for immediate outreach,395
4859,0.9998573898526252,1,High Priority,Strong candidate for immediate outreach,396
922,0.9998571201679278,1,High Priority,Strong candidate for immediate outreach,397
5949,0.9998565240911982,1,High Priority,Strong candidate for immediate outreach,398
3099,0.9998564280654089,1,High Priority,Strong candidate for immediate outreach,399
2783,0.9998561327757268,1,High Priority,Strong candidate for immediate outreach,400
