Campaign Rank,Customer ID,Probability,Segment,Next Best Action,campaign,previous,contact_fatigue_flag,excessive_prior_contacts,expected_business_value
145,1405,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
146,6910,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
147,244,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
148,3241,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
149,8112,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
150,7409,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
151,4623,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
152,3762,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
153,2908,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
154,6172,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
155,4819,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
156,7149,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
157,471,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
158,3355,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
159,5760,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
160,1175,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
161,2957,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
162,3645,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
163,4464,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
164,2423,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
165,5290,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
166,1946,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
167,2979,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
168,3919,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
169,7182,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
170,386,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
171,5571,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
172,5084,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
173,4838,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
174,5167,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
175,771,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
176,6192,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
177,8206,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
178,20,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
179,4482,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
180,664,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
181,6188,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
182,5264,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
183,6054,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
184,7240,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
185,6801,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
186,502,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
187,2743,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
188,3131,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
189,650,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
190,845,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
191,3575,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
192,5360,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
193,7345,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
194,798,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
195,4034,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
196,2997,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
197,509,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
198,4781,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
199,655,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
200,199,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
201,5379,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
202,5441,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
203,1829,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
204,7962,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
205,1332,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
206,4073,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
207,7016,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
208,3259,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
209,7797,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
210,1603,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
211,99,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
212,3174,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
213,1209,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
214,5830,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
215,1003,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
216,6044,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
217,3225,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
218,6978,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
219,5984,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
220,4466,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
221,5893,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
222,6136,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
223,6855,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
224,6732,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
225,1333,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
226,2584,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
227,5536,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
228,221,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
229,1220,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
230,3095,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
231,2315,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
232,917,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
233,4814,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
234,7491,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
235,3184,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
236,4352,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
237,3544,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
238,5005,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
239,5849,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
240,3781,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
241,6184,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
242,5171,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
243,526,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
244,6659,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
245,1801,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
246,7031,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
247,729,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
248,1493,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
249,4728,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
250,1580,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
251,6025,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
252,2158,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
253,2873,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
254,4685,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
255,1136,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
256,6253,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
257,5664,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
258,519,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
259,7348,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
260,1859,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
261,4494,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
262,4879,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
263,3222,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
264,6730,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
265,424,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
266,384,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
267,700,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
268,828,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
269,5506,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
270,4859,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
271,922,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
272,5949,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
273,3099,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
274,2783,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
275,8081,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
276,2078,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
277,7988,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
278,7887,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
279,1344,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
280,5839,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
281,1082,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
282,2855,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
283,2351,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
284,7408,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
285,5203,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
286,3552,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
287,4119,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
288,4390,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
289,3952,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
290,2501,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
291,5259,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
292,2809,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
293,7871,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
294,2442,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
295,4150,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
296,3199,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
297,1018,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
298,81,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
299,7923,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
300,7960,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
301,1426,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
302,7334,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
303,543,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
304,1498,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
305,3756,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
306,6727,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
307,105,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
308,1164,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
309,2707,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
310,4535,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
311,1997,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
312,2275,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
313,3802,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
314,6661,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
315,9,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
316,413,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
317,8202,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
318,3337,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
319,3251,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
320,549,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
321,7038,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
322,6318,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
323,2983,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
324,1877,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
325,5805,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
326,1150,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
327,3777,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
328,4355,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
329,5732,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
330,5649,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
331,481,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
332,2361,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
333,4026,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
334,2925,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
335,4256,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
336,7342,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
337,4112,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
338,1187,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
339,1005,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
340,840,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
341,5439,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
342,7796,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
343,367,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
344,725,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
345,1825,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
346,2930,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
347,2741,1.0,High Priority,Priority sales outreach,1,0,False,False,1.2000000000000002
348,1972,1.0,High Priority,Priority sales outreach,2,0,False,False,1.2000000000000002
