customer_id,predicted_response_probability,actual_response,customer_rank
Customer 39341,0.9999724362114539,yes,56
Customer 40066,0.9999723124805034,yes,57
Customer 40729,0.9999721703539511,yes,58
Customer 40292,0.9999720401387107,yes,59
Customer 38416,0.999971720538514,yes,60
Customer 40742,0.9999716083469657,yes,61
Customer 39125,0.9999714554672828,yes,62
Customer 39337,0.9999714450993112,yes,63
Customer 41116,0.9999714428909553,yes,64
Customer 37580,0.9999714414224553,yes,65
Customer 40285,0.9999713303891119,yes,66
Customer 39379,0.9999712502410449,yes,67
Customer 37170,0.999971177254297,yes,68
Customer 37917,0.9999710533318144,yes,69
Customer 40451,0.9999710470357975,yes,70
Customer 40263,0.9999709408281459,yes,71
Customer 39256,0.9999707105114242,yes,72
Customer 40645,0.9999706726959023,yes,73
Customer 27917,0.9999706525476878,yes,74
Customer 39154,0.9999702812074575,yes,75
Customer 39395,0.9999701448928183,yes,76
Customer 40028,0.9999701315815781,yes,77
Customer 39299,0.9999700774711139,yes,78
Customer 38270,0.9999698120858169,yes,79
Customer 41058,0.999969705255062,yes,80
Customer 40646,0.9999696590308259,yes,81
Customer 40914,0.9999693238310817,yes,82
Customer 38990,0.9999692664456032,yes,83
Customer 40845,0.99996912778955,yes,84
Customer 39445,0.9999691232972048,yes,85
Customer 40368,0.9999688351499596,yes,86
Customer 40574,0.9999687020444943,yes,87
Customer 40079,0.999968691985781,yes,88
Customer 40374,0.9999686107632839,yes,89
Customer 40211,0.9999685458331516,yes,90
Customer 38458,0.9999685303357926,yes,91
Customer 21542,0.9999684699456963,yes,92
Customer 40902,0.9999684541050069,yes,93
Customer 38001,0.9999684331589258,yes,94
Customer 40739,0.9999683613277901,yes,95
Customer 40628,0.9999683057163627,yes,96
Customer 38009,0.9999682454877744,yes,97
Customer 39557,0.9999682343259908,yes,98
Customer 38090,0.9999681845720061,yes,99
Customer 38755,0.9999681355379321,yes,100
Customer 40385,0.999968050575613,yes,101
Customer 40672,0.9999679044456521,yes,102
Customer 40169,0.999967819129711,yes,103
Customer 32279,0.999967779935784,yes,104
Customer 39476,0.9999677302510834,yes,105
Customer 39506,0.9999676906012738,yes,106
Customer 40564,0.9999676726102874,yes,107
Customer 38115,0.9999676610015152,yes,108
Customer 39339,0.9999676212378413,yes,109
Customer 39566,0.9999675401671015,yes,110
Customer 39942,0.9999673549505396,yes,111
Customer 39412,0.9999673359257254,yes,112
Customer 40855,0.9999673075920664,yes,113
Customer 38723,0.9999672696404625,yes,114
Customer 38112,0.9999672222132656,yes,115
Customer 37764,0.9999672091989831,yes,116
Customer 38174,0.9999670656666421,yes,117
Customer 39324,0.9999669090662927,yes,118
Customer 39323,0.999966837282075,yes,119
Customer 38616,0.9999666805284722,yes,120
Customer 37970,0.9999666793311744,yes,121
Customer 39386,0.9999663844870983,yes,122
Customer 38231,0.9999663475256526,yes,123
Customer 41027,0.9999660653313174,yes,124
Customer 40222,0.9999660278726233,yes,125
Customer 38079,0.9999659828219191,yes,126
Customer 36402,0.9999659825392511,yes,127
Customer 38446,0.9999659385376766,yes,128
Customer 40099,0.99996579041381,yes,129
Customer 38007,0.9999657618243342,yes,130
Customer 39345,0.9999656672331869,yes,131
Customer 37999,0.9999655047688515,yes,132
Customer 40748,0.9999654360083692,yes,133
Customer 40051,0.999965407820892,yes,134
Customer 40664,0.9999653230495947,yes,135
Customer 37389,0.9999652631177506,yes,136
Customer 39287,0.9999649799614698,yes,137
Customer 38271,0.9999649557644749,yes,138
Customer 39330,0.9999648248048508,yes,139
Customer 39148,0.999964768472026,yes,140
Customer 40733,0.9999647126540127,yes,141
Customer 40978,0.9999646741913364,yes,142
Customer 39217,0.9999645179360281,yes,143
Customer 40719,0.9999644522171256,yes,144
Customer 39512,0.9999643832880089,yes,145
Customer 38082,0.9999643339404994,yes,146
Customer 39009,0.9999643219632173,yes,147
Customer 39223,0.999964257030938,yes,148
Customer 39975,0.9999642435547657,yes,149
Customer 40643,0.9999642200796558,yes,150
Customer 40908,0.9999642047761255,yes,151
Customer 38832,0.9999641653781428,yes,152
Customer 38078,0.9999641332929569,yes,153
Customer 38893,0.999964067320218,yes,154
Customer 39165,0.9999640635444788,yes,155
Customer 40388,0.9999638895626289,yes,156
Customer 38466,0.9999638823315843,yes,157
Customer 39257,0.9999638617103966,yes,158
Customer 39350,0.9999637153446829,yes,159
Customer 39184,0.9999637050503415,yes,160
Customer 40366,0.9999637017885588,yes,161
Customer 40557,0.9999635881188211,yes,162
Customer 36657,0.9999635558862398,yes,163
Customer 39075,0.9999635551810433,yes,164
Customer 40899,0.9999634577605254,yes,165
Customer 39104,0.9999633914598763,yes,166
Customer 36879,0.9999631973536592,yes,167
Customer 38829,0.9999631638909278,yes,168
Customer 39913,0.9999631170834825,yes,169
Customer 40735,0.999962983290216,yes,170
Customer 39066,0.9999627139417605,yes,171
Customer 40686,0.9999626426025244,yes,172
Customer 39479,0.9999624872053448,yes,173
Customer 39214,0.9999624717120882,yes,174
Customer 36673,0.9999624629148579,yes,175
Customer 40599,0.9999623721489184,yes,176
Customer 39846,0.9999622174205823,yes,177
Customer 40273,0.999962182041589,yes,178
Customer 40669,0.9999621590168036,yes,179
Customer 40724,0.9999620876237941,yes,180
Customer 40371,0.999962087447808,yes,181
Customer 37871,0.9999619961243166,yes,182
Customer 41021,0.99996187957507,yes,183
Customer 38932,0.9999618627911543,yes,184
Customer 36548,0.9999617582589287,yes,185
Customer 40142,0.9999617459977068,yes,186
Customer 39326,0.9999616353997383,yes,187
Customer 37676,0.9999615709586376,yes,188
Customer 37259,0.9999614065695254,yes,189
Customer 37765,0.9999613971546993,yes,190
Customer 40775,0.9999613467804146,yes,191
Customer 38497,0.9999613300846522,yes,192
Customer 40653,0.9999612222488051,yes,193
Customer 37387,0.999961174403289,yes,194
Customer 40544,0.9999611551731704,yes,195
Customer 39015,0.9999611079544017,yes,196
Customer 41019,0.9999611048431016,yes,197
Customer 37891,0.9999610994132101,yes,198
Customer 37662,0.9999610690200442,yes,199
Customer 39444,0.9999610669421114,yes,200
Customer 40685,0.9999610241029081,yes,201
Customer 40673,0.9999609509726038,yes,202
Customer 40063,0.9999609306184348,yes,203
Customer 29287,0.9999608951445614,yes,204
Customer 40467,0.9999608699619873,yes,205
Customer 39792,0.9999608500722788,yes,206
Customer 37466,0.9999608461706042,yes,207
Customer 39064,0.9999608422599214,yes,208
Customer 41014,0.9999607397068963,yes,209
Customer 39013,0.9999607219975846,yes,210
Customer 38396,0.9999607157917196,yes,211
Customer 38433,0.9999606910347347,yes,212
Customer 40994,0.999960656006245,yes,213
Customer 38453,0.9999606051087108,yes,214
Customer 40611,0.9999605950300322,yes,215
Customer 40684,0.9999605244710935,yes,216
Customer 40885,0.9999604854581747,yes,217
Customer 39472,0.9999604401733156,yes,218
Customer 40958,0.9999603791970482,yes,219
Customer 39881,0.9999603241609246,yes,220
Customer 40676,0.999960270966565,yes,221
Customer 40675,0.9999602192787653,yes,222
Customer 39185,0.9999601236309876,yes,223
Customer 37920,0.9999600797665612,yes,224
Customer 39229,0.9999599999854505,yes,225
Customer 36944,0.999959948339095,yes,226
Customer 36661,0.9999599407660029,yes,227
Customer 27739,0.9999599395716616,yes,228
Customer 40736,0.9999598761343439,yes,229
Customer 39047,0.9999598648349601,yes,230
Customer 39539,0.9999598176564862,yes,231
Customer 39222,0.9999598068584302,yes,232
Customer 40194,0.9999597746552844,yes,233
Customer 39135,0.9999597299143098,yes,234
Customer 39209,0.9999597274491552,yes,235
Customer 38912,0.9999596305875325,yes,236
Customer 40164,0.9999595714565437,yes,237
Customer 38805,0.9999595695305777,yes,238
Customer 38048,0.999959557322332,yes,239
Customer 39491,0.9999594541117066,yes,240
Customer 38997,0.9999593797355324,yes,241
Customer 37184,0.9999593723979876,yes,242
Customer 40302,0.9999593312869418,yes,243
Customer 38742,0.9999593051568572,yes,244
Customer 39062,0.9999592141150954,yes,245
Customer 39282,0.9999591990449055,yes,246
Customer 38496,0.9999591731949687,yes,247
Customer 39234,0.9999591484832724,yes,248
Customer 40479,0.9999591325680712,yes,249
Customer 39482,0.9999591146580536,yes,250
Customer 40428,0.9999590813677145,yes,251
Customer 39390,0.9999590616604275,yes,252
Customer 38950,0.9999590440336524,yes,253
Customer 30026,0.9999590405687415,yes,254
Customer 40930,0.9999590254116665,yes,255
Customer 38401,0.9999590245599116,yes,256
Customer 40350,0.999959018907582,yes,257
Customer 39959,0.9999590144396687,yes,258
Customer 41015,0.9999589496531898,yes,259
Customer 39804,0.9999589025342457,yes,260
Customer 39408,0.9999588832428102,yes,261
Customer 39477,0.9999587881086942,yes,262
Customer 37770,0.9999586536473029,yes,263
Customer 40620,0.9999585694432883,yes,264
Customer 38443,0.9999585240481954,yes,265
Customer 39897,0.9999584691123689,yes,266
Customer 40442,0.9999584685959938,yes,267
Customer 40587,0.9999584275302169,yes,268
Customer 40395,0.9999583618150565,yes,269
Customer 37197,0.9999581541946824,yes,270
Customer 38704,0.9999581523214439,yes,271
Customer 40113,0.9999579811279529,yes,272
Customer 38694,0.9999578744554993,yes,273
Customer 37753,0.9999578060252384,yes,274
Customer 38840,0.9999578018071558,yes,275
Customer 38540,0.9999575804413033,yes,276
Customer 38107,0.9999575581705115,yes,277
Customer 40367,0.9999575560611771,yes,278
Customer 39059,0.9999575535553797,yes,279
Customer 38118,0.9999575415569582,yes,280
Customer 38083,0.9999574907990879,yes,281
Customer 38092,0.9999574341946201,yes,282
Customer 38562,0.9999572694951517,yes,283
Customer 39105,0.9999572466656294,yes,284
Customer 37394,0.9999571775462983,yes,285
Customer 38462,0.9999571711447358,yes,286
Customer 36638,0.9999571378676814,yes,287
Customer 39228,0.9999569667534763,yes,288
Customer 39216,0.9999569480994221,yes,289
Customer 39409,0.9999568476602294,yes,290
Customer 38213,0.9999568226272408,yes,291
Customer 38038,0.9999567807808386,yes,292
Customer 38688,0.9999567665441267,yes,293
Customer 39576,0.999956729427446,yes,294
Customer 40687,0.9999567162927705,yes,295
Customer 39292,0.9999566233639567,yes,296
Customer 38650,0.9999566142949787,yes,297
Customer 41089,0.9999565799180488,yes,298
Customer 38034,0.9999565137339484,yes,299
Customer 40224,0.9999564868288751,yes,300
Customer 40717,0.9999564710843984,yes,301
Customer 40287,0.9999564573332667,yes,302
Customer 40785,0.9999564184248669,yes,303
Customer 40793,0.9999564032771937,yes,304
Customer 39118,0.9999563295405823,yes,305
Customer 38180,0.999956283330657,yes,306
Customer 39107,0.9999562386564197,yes,307
Customer 39521,0.9999561621375941,yes,308
Customer 39805,0.9999561486631955,yes,309
Customer 40127,0.9999560693035052,yes,310
Customer 38317,0.9999558783261269,yes,311
Customer 37926,0.9999558385792626,yes,312
Customer 39121,0.9999557271632167,yes,313
Customer 39884,0.9999556773108609,yes,314
Customer 39329,0.9999556265847733,yes,315
Customer 39085,0.9999556195052501,yes,316
Customer 36510,0.9999555231849222,yes,317
Customer 38939,0.9999554740514097,yes,318
Customer 29610,0.9999554710546604,yes,319
Customer 40440,0.9999554691253211,yes,320
Customer 39322,0.9999554351609973,yes,321
Customer 39269,0.9999553560652028,yes,322
Customer 39983,0.999955345549259,yes,323
Customer 37155,0.9999552899237166,yes,324
Customer 40386,0.999955273361071,yes,325
Customer 38326,0.9999551876861422,yes,326
Customer 41035,0.9999551020909436,yes,327
Customer 39836,0.9999550285368148,yes,328
Customer 38313,0.9999550235581607,yes,329
Customer 40262,0.9999549827379879,yes,330
Customer 39976,0.9999549519537584,yes,331
Customer 39136,0.999954923554308,yes,332
Customer 40466,0.999954879107359,yes,333
Customer 39199,0.9999547841427753,yes,334
Customer 40132,0.9999547478171187,yes,335
Customer 38424,0.9999547360430194,yes,336
Customer 40419,0.9999547342793622,yes,337
Customer 38509,0.9999546912499034,yes,338
Customer 36255,0.9999546094654103,yes,339
Customer 40977,0.9999545578621288,yes,340
Customer 40732,0.9999545164695897,yes,341
Customer 38076,0.9999544876759703,yes,342
Customer 38437,0.9999544690724073,yes,343
Customer 39492,0.9999544585743517,yes,344
Customer 39803,0.9999544074044777,yes,345
Customer 38576,0.9999543688210052,yes,346
Customer 40943,0.9999543400253903,yes,347
Customer 39349,0.9999542890468649,yes,348
Customer 38429,0.9999542885165952,yes,349
Customer 40120,0.9999542501220046,yes,350
Customer 39538,0.9999541920800077,yes,351
Customer 36924,0.9999541776514244,yes,352
Customer 40867,0.9999540652466654,yes,353
Customer 40157,0.9999540343982823,yes,354
Customer 40804,0.9999540265887743,yes,355
Customer 39892,0.9999540239677168,yes,356
Customer 41118,0.9999540085499388,yes,357
Customer 38826,0.9999539002529172,yes,358
Customer 38439,0.9999538034826907,yes,359
Customer 37293,0.9999537708886024,yes,360
Customer 40337,0.9999537100507034,yes,361
Customer 39293,0.9999536180386498,yes,362
Customer 39447,0.9999536145910879,yes,363
Customer 24095,0.999953551691125,yes,364
Customer 40015,0.9999534951407857,yes,365
Customer 39087,0.9999534662296942,yes,366
Customer 39858,0.999953401159281,yes,367
Customer 39831,0.9999533387750855,yes,368
Customer 39546,0.9999532118989265,yes,369
Customer 38200,0.9999531748202403,yes,370
Customer 37730,0.9999531388807122,yes,371
Customer 40928,0.9999531311441369,yes,372
Customer 39422,0.9999530976685854,yes,373
Customer 39912,0.9999529511985701,yes,374
Customer 38149,0.9999529252153736,yes,375
Customer 38798,0.9999528679766165,yes,376
Customer 39210,0.9999527811368935,yes,377
Customer 38762,0.9999527590453898,yes,378
Customer 38155,0.9999527228504069,yes,379
Customer 40459,0.9999526308543317,yes,380
Customer 39728,0.9999525664783229,yes,381
Customer 37147,0.9999525371817438,yes,382
Customer 39559,0.9999524830734021,yes,383
Customer 39225,0.9999524512923866,yes,384
Customer 40104,0.9999524474536932,yes,385
Customer 40770,0.9999524400404122,yes,386
Customer 40875,0.9999524200084694,yes,387
Customer 29349,0.9999524144603477,yes,388
Customer 37027,0.9999523896774889,yes,389
Customer 39954,0.999952364393199,yes,390
Customer 37705,0.9999522745805143,yes,391
Customer 41010,0.9999522173257027,yes,392
Customer 40208,0.9999521796960803,yes,393
Customer 37761,0.9999521637110428,yes,394
Customer 39461,0.999952082599606,yes,395
Customer 40027,0.9999519863966775,yes,396
Customer 37104,0.9999519610999963,yes,397
Customer 39550,0.9999518824189322,yes,398
Customer 37280,0.9999518753867543,yes,399
Customer 38399,0.9999518571399679,yes,400
Customer 38667,0.9999518443205284,yes,401
Customer 39005,0.9999518253442363,yes,402
Customer 41033,0.9999518148698212,yes,403
Customer 40765,0.9999517931965042,yes,404
Customer 39004,0.9999517635593846,yes,405
Customer 41099,0.9999517471093481,yes,406
Customer 38320,0.999951611360642,yes,407
Customer 41148,0.9999516093869882,yes,408
Customer 38698,0.9999515962538951,yes,409
Customer 38701,0.9999515962538951,yes,410
Customer 39493,0.9999515571948371,yes,411
Customer 39049,0.9999515409123392,yes,412
Customer 40639,0.9999514943765231,yes,413
Customer 39675,0.9999514825366194,yes,414
Customer 39454,0.9999514801136524,yes,415
Customer 30414,0.9999513249767532,yes,416
Customer 38085,0.9999512226006961,yes,417
Customer 36972,0.9999510989620933,yes,418
Customer 40062,0.9999510482650321,yes,419
Customer 17392,0.999951034471422,yes,420
Customer 37496,0.9999509981688213,yes,421
Customer 39577,0.9999509842930422,yes,422
Customer 39844,0.9999509817190995,yes,423
Customer 36616,0.999950968282399,yes,424
Customer 40133,0.9999508641934124,yes,425
Customer 40184,0.9999508639319984,yes,426
Customer 38331,0.9999508435013889,yes,427
Customer 40352,0.9999508292855362,yes,428
Customer 40820,0.9999507796352292,yes,429
Customer 40605,0.999950737759999,yes,430
Customer 38349,0.9999507319716361,yes,431
Customer 37237,0.9999507225882805,yes,432
Customer 38783,0.9999506462771794,yes,433
Customer 39143,0.9999505677286292,yes,434
Customer 39106,0.9999505670747809,yes,435
Customer 37020,0.999950550082121,yes,436
Customer 40239,0.9999505426606218,yes,437
Customer 29167,0.9999505058927869,yes,438
Customer 38806,0.9999504269240882,yes,439
Customer 39153,0.9999503606673178,yes,440
Customer 40798,0.9999502599391988,yes,441
Customer 40154,0.9999502535305513,yes,442
Customer 36469,0.9999502004660984,yes,443
Customer 38931,0.9999501871516898,yes,444
Customer 39365,0.9999501650022219,yes,445
Customer 40372,0.9999501049569456,yes,446
Customer 40351,0.9999500020124964,yes,447
Customer 39160,0.9999499820808337,yes,448
Customer 39994,0.9999499154451092,yes,449
Customer 38415,0.9999498947912641,yes,450
Customer 30190,0.999949877016717,yes,451
Customer 38114,0.9999498751840356,yes,452
Customer 40496,0.9999498158520828,yes,453
Customer 39232,0.9999498121285149,yes,454
Customer 38412,0.9999497716106667,yes,455
Customer 38727,0.9999496758171321,yes,456
Customer 40814,0.9999496715110209,yes,457
Customer 38408,0.9999495606388813,yes,458
Customer 40359,0.9999495203809102,yes,459
Customer 39977,0.9999493650303924,yes,460
Customer 38867,0.9999493471139465,yes,461
Customer 37790,0.9999493466206975,yes,462
Customer 38882,0.9999493447566846,yes,463
Customer 40054,0.9999493315659962,yes,464
Customer 39393,0.9999492984742814,yes,465
Customer 40436,0.9999492817665775,yes,466
Customer 39691,0.9999492801874295,yes,467
Customer 40031,0.9999492786328834,yes,468
Customer 39219,0.9999491888499968,yes,469
Customer 38420,0.9999491670906402,yes,470
Customer 40244,0.9999491030887432,yes,471
Customer 30176,0.9999490904365858,yes,472
Customer 41041,0.9999490892239338,yes,473
Customer 38899,0.9999489902351867,yes,474
Customer 38756,0.9999489385043238,yes,475
Customer 37940,0.9999489068205976,yes,476
Customer 40390,0.9999488612067831,yes,477
Customer 40671,0.9999487439293848,yes,478
Customer 41164,0.9999487011173485,yes,479
Customer 40294,0.9999485856843917,yes,480
Customer 40575,0.999948553384992,yes,481
Customer 38027,0.9999485317233492,yes,482
Customer 37644,0.9999485244973944,yes,483
Customer 38691,0.9999484955489659,yes,484
Customer 40049,0.9999484494591404,yes,485
Customer 37727,0.9999484348390189,yes,486
Customer 39176,0.9999484334656044,yes,487
Customer 38394,0.9999484085791795,yes,488
Customer 37711,0.9999483945988282,yes,489
Customer 38492,0.9999483431612485,yes,490
Customer 37192,0.9999483139427562,yes,491
Customer 38406,0.9999483132657304,yes,492
Customer 39916,0.999948191151839,yes,493
Customer 37313,0.9999479974606382,yes,494
Customer 39273,0.9999479623593078,yes,495
Customer 40310,0.9999479300677251,yes,496
Customer 40260,0.9999478749762499,yes,497
Customer 40065,0.9999478700428199,yes,498
Customer 41111,0.9999478086239221,yes,499
Customer 38159,0.9999477878282581,yes,500
Customer 36927,0.9999477776837699,yes,501
Customer 38690,0.9999477268829552,yes,502
Customer 39857,0.9999477048058044,yes,503
Customer 40318,0.9999475334942177,yes,504
Customer 39027,0.9999474821029425,yes,505
Customer 38072,0.9999473585054376,yes,506
Customer 28168,0.9999473172305029,yes,507
Customer 39259,0.9999472806585348,yes,508
Customer 41090,0.9999472280591596,yes,509
Customer 38757,0.9999472238624613,yes,510
Customer 40380,0.9999470912006728,yes,511
Customer 38915,0.999947047389721,yes,512
Customer 30312,0.9999470352123901,yes,513
Customer 38713,0.9999470137738982,yes,514
Customer 38760,0.9999469887555599,yes,515
Customer 40420,0.9999469711081561,yes,516
Customer 37955,0.9999468189484839,yes,517
Customer 40852,0.999946794372835,yes,518
Customer 39433,0.9999466913360284,yes,519
Customer 25520,0.9999466600070983,yes,520
Customer 39541,0.9999466411046646,yes,521
Customer 40299,0.9999464763239291,yes,522
Customer 40590,0.9999464651883417,yes,523
Customer 36541,0.9999464037043789,yes,524
Customer 37022,0.9999463446953655,yes,525
Customer 40135,0.9999463362805301,yes,526
Customer 38965,0.9999463030029365,yes,527
Customer 39096,0.9999462865530357,yes,528
Customer 40279,0.9999462459716083,yes,529
Customer 36364,0.99994623845996,yes,530
Customer 38139,0.9999462323365012,yes,531
Customer 39263,0.9999461658383371,yes,532
Customer 36736,0.9999461270668472,yes,533
Customer 37567,0.9999461261864253,yes,534
Customer 36237,0.9999461160673715,yes,535
Customer 11346,0.9999460233923506,yes,536
Customer 38902,0.9999460106406238,yes,537
Customer 38844,0.9999459351003631,yes,538
Customer 37357,0.999945905261988,yes,539
Customer 37997,0.9999458495610677,yes,540
Customer 39867,0.9999457039722336,yes,541
Customer 36627,0.9999456906103857,yes,542
Customer 40474,0.999945605248744,yes,543
Customer 36558,0.9999455977674322,yes,544
Customer 38751,0.999945531352387,yes,545
Customer 40745,0.9999454875526658,yes,546
Customer 40039,0.999945417862472,yes,547
Customer 40602,0.9999454162335681,yes,548
Customer 40491,0.999945406871734,yes,549
Customer 39894,0.9999453807542277,yes,550
Customer 37835,0.9999451932583237,yes,551
Customer 37739,0.9999451714998343,yes,552
Customer 38005,0.9999448429147781,yes,553
Customer 36322,0.9999447639683476,yes,554
Customer 40128,0.9999446776557114,yes,555
Customer 38775,0.9999446612853561,yes,556
Customer 40068,0.9999446385213812,yes,557
Customer 40871,0.9999445804778387,yes,558
Customer 38047,0.999944486746643,yes,559
Customer 37688,0.9999444237188959,yes,560
Customer 39456,0.999944391391529,yes,561
Customer 38641,0.9999443350871675,yes,562
Customer 39119,0.9999443293749536,yes,563
Customer 40314,0.9999441484760369,yes,564
Customer 39233,0.9999441291337586,yes,565
Customer 40470,0.9999440899678016,yes,566
Customer 40486,0.9999440314762507,yes,567
Customer 39882,0.9999440300971161,yes,568
Customer 33295,0.9999439752036267,yes,569
Customer 37804,0.999943875091934,yes,570
Customer 39389,0.9999438503287646,yes,571
Customer 39190,0.9999437990741332,yes,572
Customer 40306,0.9999437452649799,yes,573
Customer 40913,0.9999436930678046,yes,574
Customer 40189,0.9999436200694523,yes,575
Customer 39853,0.9999435077782171,yes,576
Customer 37598,0.9999434342540707,yes,577
Customer 38719,0.9999434172278596,yes,578
Customer 41007,0.9999433839396654,yes,579
Customer 36723,0.9999432703992959,yes,580
Customer 37954,0.9999431717345822,yes,581
Customer 40094,0.999943126922382,yes,582
Customer 40165,0.9999430998154922,yes,583
Customer 40759,0.9999430587081306,yes,584
Customer 40276,0.9999430573516647,yes,585
Customer 40823,0.9999430458534111,yes,586
Customer 39152,0.999943044309908,yes,587
Customer 39821,0.9999429996998613,yes,588
Customer 41008,0.99994287431708,yes,589
Customer 19223,0.9999428684325282,yes,590
Customer 39505,0.9999428485899454,yes,591
Customer 38712,0.9999428131649774,yes,592
Customer 40227,0.9999425754938637,yes,593
Customer 40193,0.9999425207240298,yes,594
Customer 39650,0.9999424923192419,yes,595
Customer 41066,0.9999424687353188,yes,596
Customer 40971,0.9999424357312051,yes,597
Customer 40295,0.9999424188993851,yes,598
Customer 39869,0.9999424107787468,yes,599
Customer 38824,0.9999423138742884,yes,600
Customer 38820,0.9999422953898155,yes,601
Customer 40568,0.9999422739478935,yes,602
Customer 37626,0.9999422362835162,yes,603
Customer 39197,0.9999422002792127,yes,604
Customer 39397,0.9999421584845621,yes,605
Customer 38598,0.9999421120914664,yes,606
Customer 41018,0.9999420456208952,yes,607
Customer 40821,0.9999420152148335,yes,608
Customer 38982,0.9999420076489685,yes,609
Customer 40000,0.9999419792473344,yes,610
Customer 40056,0.9999419608729296,yes,611
Customer 37611,0.9999418877659061,yes,612
Customer 38977,0.9999418338413417,yes,613
Customer 38856,0.9999417620564005,yes,614
Customer 40360,0.9999416283882206,yes,615
Customer 39940,0.9999416006160334,yes,616
Customer 40369,0.9999414942386763,yes,617
Customer 36607,0.999941482069447,yes,618
Customer 40159,0.9999414519934531,yes,619
Customer 41152,0.9999413744275683,yes,620
Customer 40399,0.9999413736558563,yes,621
Customer 40383,0.9999413291284706,yes,622
Customer 33549,0.9999412124086536,yes,623
Customer 38645,0.9999411517819426,yes,624
Customer 40553,0.9999410565093506,yes,625
Customer 38324,0.999940981994961,yes,626
Customer 37828,0.9999408812209706,yes,627
Customer 40414,0.9999408040701577,yes,628
Customer 36413,0.9999407630049754,yes,629
Customer 41100,0.9999407356835516,yes,630
Customer 41165,0.9999406818211308,yes,631
Customer 37664,0.9999406676879565,yes,632
Customer 04523,0.999940655047179,yes,633
Customer 40749,0.9999405840907919,yes,634
Customer 37709,0.9999405103889197,yes,635
Customer 37876,0.9999404962571076,yes,636
Customer 40856,0.9999404432180928,yes,637
Customer 40162,0.9999404158233767,yes,638
Customer 41034,0.9999404060361087,yes,639
Customer 33387,0.9999403973910125,yes,640
Customer 37971,0.9999403864266401,yes,641
Customer 38706,0.9999403290695893,yes,642
Customer 03571,0.9999401695601102,yes,643
Customer 14747,0.9999400788513124,yes,644
Customer 40941,0.9999398944336697,yes,645
Customer 38110,0.9999398842299322,yes,646
Customer 40453,0.9999397935561111,yes,647
Customer 38277,0.9999397913530834,yes,648
Customer 38818,0.9999397220617489,yes,649
Customer 39788,0.9999396359548478,yes,650
Customer 39908,0.9999396320745846,yes,651
Customer 40185,0.9999395530131396,yes,652
Customer 37634,0.999939543185077,yes,653
Customer 39452,0.9999394758074025,yes,654
Customer 32729,0.9999394333059832,yes,655
Customer 37714,0.9999394236355984,yes,656
Customer 40596,0.9999393981759823,yes,657
Customer 30160,0.9999393736353809,yes,658
Customer 39868,0.9999392184484531,yes,659
Customer 37525,0.9999392089811939,yes,660
Customer 39900,0.9999391278308688,yes,661
Customer 39718,0.9999391192463076,yes,662
Customer 37930,0.9999390965894369,yes,663
Customer 40846,0.9999390747363923,yes,664
Customer 40381,0.999939073629038,yes,665
Customer 36429,0.9999390161662153,yes,666
Customer 40493,0.9999389870583907,yes,667
